Comunidades y Ciudades Autónomas;Sexo;Periodo;Total
13 Madrid, Comunidad de;Hombres;1982;73,19
13 Madrid, Comunidad de;Hombres;1981;72,21
13 Madrid, Comunidad de;Hombres;1980;72,64
13 Madrid, Comunidad de;Hombres;1979;72,32
13 Madrid, Comunidad de;Hombres;1978;71,9
13 Madrid, Comunidad de;Hombres;1977;71,5
13 Madrid, Comunidad de;Hombres;1976;71,26
13 Madrid, Comunidad de;Hombres;1975;71,11
13 Madrid, Comunidad de;Mujeres;2021;87,14
13 Madrid, Comunidad de;Mujeres;2020;85,05
13 Madrid, Comunidad de;Mujeres;2019;87,24
13 Madrid, Comunidad de;Mujeres;2018;87,16
13 Madrid, Comunidad de;Mujeres;2017;86,81
13 Madrid, Comunidad de;Mujeres;2016;86,96
13 Madrid, Comunidad de;Mujeres;2015;86,49
13 Madrid, Comunidad de;Mujeres;2014;86,61
13 Madrid, Comunidad de;Mujeres;2013;86,68
13 Madrid, Comunidad de;Mujeres;2012;86,12
13 Madrid, Comunidad de;Mujeres;2011;86,21
13 Madrid, Comunidad de;Mujeres;2010;86,06
13 Madrid, Comunidad de;Mujeres;2009;85,68
13 Madrid, Comunidad de;Mujeres;2008;85,45
13 Madrid, Comunidad de;Mujeres;2007;85,06
13 Madrid, Comunidad de;Mujeres;2006;85,08
13 Madrid, Comunidad de;Mujeres;2005;84,53
13 Madrid, Comunidad de;Mujeres;2004;84,28
13 Madrid, Comunidad de;Mujeres;2003;83,81
13 Madrid, Comunidad de;Mujeres;2002;84,09
13 Madrid, Comunidad de;Mujeres;2001;83,92
13 Madrid, Comunidad de;Mujeres;2000;83,54
13 Madrid, Comunidad de;Mujeres;1999;83,37
13 Madrid, Comunidad de;Mujeres;1998;83,33
13 Madrid, Comunidad de;Mujeres;1997;83,34
13 Madrid, Comunidad de;Mujeres;1996;82,74
13 Madrid, Comunidad de;Mujeres;1995;82,54
13 Madrid, Comunidad de;Mujeres;1994;82,45
13 Madrid, Comunidad de;Mujeres;1993;82,18
13 Madrid, Comunidad de;Mujeres;1992;81,95
13 Madrid, Comunidad de;Mujeres;1991;81,41
13 Madrid, Comunidad de;Mujeres;1990;80,83
13 Madrid, Comunidad de;Mujeres;1989;80,91
13 Madrid, Comunidad de;Mujeres;1988;80,63
13 Madrid, Comunidad de;Mujeres;1987;80,66
13 Madrid, Comunidad de;Mujeres;1986;80,59
13 Madrid, Comunidad de;Mujeres;1985;79,98
13 Madrid, Comunidad de;Mujeres;1984;79,86
13 Madrid, Comunidad de;Mujeres;1983;79,45
13 Madrid, Comunidad de;Mujeres;1982;79,67
13 Madrid, Comunidad de;Mujeres;1981;78,77
13 Madrid, Comunidad de;Mujeres;1980;79,18
13 Madrid, Comunidad de;Mujeres;1979;78,73
13 Madrid, Comunidad de;Mujeres;1978;78,26
13 Madrid, Comunidad de;Mujeres;1977;78,12
13 Madrid, Comunidad de;Mujeres;1976;77,57
13 Madrid, Comunidad de;Mujeres;1975;77,44
14 Murcia, Región de;Ambos sexos;2021;82,21
14 Murcia, Región de;Ambos sexos;2020;82,27
14 Murcia, Región de;Ambos sexos;2019;82,63
14 Murcia, Región de;Ambos sexos;2018;82,65
14 Murcia, Región de;Ambos sexos;2017;82,41
14 Murcia, Región de;Ambos sexos;2016;82,52
14 Murcia, Región de;Ambos sexos;2015;82,22
14 Murcia, Región de;Ambos sexos;2014;82,47
14 Murcia, Región de;Ambos sexos;2013;82,28
14 Murcia, Región de;Ambos sexos;2012;81,72
14 Murcia, Región de;Ambos sexos;2011;81,71
14 Murcia, Región de;Ambos sexos;2010;81,62
14 Murcia, Región de;Ambos sexos;2009;80,9
14 Murcia, Región de;Ambos sexos;2008;80,43
14 Murcia, Región de;Ambos sexos;2007;80,3
14 Murcia, Región de;Ambos sexos;2006;80,27
14 Murcia, Región de;Ambos sexos;2005;79,71
14 Murcia, Región de;Ambos sexos;2004;79,54
14 Murcia, Región de;Ambos sexos;2003;79,11
14 Murcia, Región de;Ambos sexos;2002;78,96
14 Murcia, Región de;Ambos sexos;2001;78,95
14 Murcia, Región de;Ambos sexos;2000;78,42
14 Murcia, Región de;Ambos sexos;1999;77,9
14 Murcia, Región de;Ambos sexos;1998;78,22
14 Murcia, Región de;Ambos sexos;1997;78,06
14 Murcia, Región de;Ambos sexos;1996;78,05
14 Murcia, Región de;Ambos sexos;1995;78,04
14 Murcia, Región de;Ambos sexos;1994;77,61
14 Murcia, Región de;Ambos sexos;1993;77,46
14 Murcia, Región de;Ambos sexos;1992;77,07
14 Murcia, Región de;Ambos sexos;1991;76,49
14 Murcia, Región de;Ambos sexos;1990;76,09
14 Murcia, Región de;Ambos sexos;1989;75,95
14 Murcia, Región de;Ambos sexos;1988;76,51
14 Murcia, Región de;Ambos sexos;1987;76,67
14 Murcia, Región de;Ambos sexos;1986;76,16
14 Murcia, Región de;Ambos sexos;1985;75,7
14 Murcia, Región de;Ambos sexos;1984;75,64
14 Murcia, Región de;Ambos sexos;1983;75,16
14 Murcia, Región de;Ambos sexos;1982;75,45
14 Murcia, Región de;Ambos sexos;1981;74,9
14 Murcia, Región de;Ambos sexos;1980;74,3
14 Murcia, Región de;Ambos sexos;1979;74,49
14 Murcia, Región de;Ambos sexos;1978;74,06
14 Murcia, Región de;Ambos sexos;1977;73,92
14 Murcia, Región de;Ambos sexos;1976;73,39
14 Murcia, Región de;Ambos sexos;1975;72,95
14 Murcia, Región de;Hombres;2021;79,62
14 Murcia, Región de;Hombres;2020;79,58
14 Murcia, Región de;Hombres;2019;80,1
14 Murcia, Región de;Hombres;2018;80,11
14 Murcia, Región de;Hombres;2017;79,8
14 Murcia, Región de;Hombres;2016;80,14
14 Murcia, Región de;Hombres;2015;79,74
14 Murcia, Región de;Hombres;2014;80,02
14 Murcia, Región de;Hombres;2013;79,76
14 Murcia, Región de;Hombres;2012;78,89
14 Murcia, Región de;Hombres;2011;78,98
14 Murcia, Región de;Hombres;2010;78,95
14 Murcia, Región de;Hombres;2009;78,22
14 Murcia, Región de;Hombres;2008;77,84
14 Murcia, Región de;Hombres;2007;77,28
14 Murcia, Región de;Hombres;2006;77,27
14 Murcia, Región de;Hombres;2005;76,63
14 Murcia, Región de;Hombres;2004;76,5
14 Murcia, Región de;Hombres;2003;76,21
14 Murcia, Región de;Hombres;2002;75,91
14 Murcia, Región de;Hombres;2001;75,63
14 Murcia, Región de;Hombres;2000;75,24
14 Murcia, Región de;Hombres;1999;74,8
14 Murcia, Región de;Hombres;1998;74,98
14 Murcia, Región de;Hombres;1997;74,8
14 Murcia, Región de;Hombres;1996;74,94
14 Murcia, Región de;Hombres;1995;74,92
14 Murcia, Región de;Hombres;1994;74,27
14 Murcia, Región de;Hombres;1993;74,26
14 Murcia, Región de;Hombres;1992;73,8
14 Murcia, Región de;Hombres;1991;73,38
14 Murcia, Región de;Hombres;1990;72,84
14 Murcia, Región de;Hombres;1989;72,75
14 Murcia, Región de;Hombres;1988;73,5
14 Murcia, Región de;Hombres;1987;73,72
14 Murcia, Región de;Hombres;1986;73,07
14 Murcia, Región de;Hombres;1985;72,76
14 Murcia, Región de;Hombres;1984;72,81
14 Murcia, Región de;Hombres;1983;72,01
14 Murcia, Región de;Hombres;1982;72,58
14 Murcia, Región de;Hombres;1981;71,82
14 Murcia, Región de;Hombres;1980;71,34
14 Murcia, Región de;Hombres;1979;71,74
14 Murcia, Región de;Hombres;1978;71,26
14 Murcia, Región de;Hombres;1977;71,25
14 Murcia, Región de;Hombres;1976;70,62
14 Murcia, Región de;Hombres;1975;70,02
14 Murcia, Región de;Mujeres;2021;84,84
14 Murcia, Región de;Mujeres;2020;85,01
14 Murcia, Región de;Mujeres;2019;85,16
14 Murcia, Región de;Mujeres;2018;85,17
14 Murcia, Región de;Mujeres;2017;85,03
14 Murcia, Región de;Mujeres;2016;84,87
14 Murcia, Región de;Mujeres;2015;84,69
14 Murcia, Región de;Mujeres;2014;84,88
14 Murcia, Región de;Mujeres;2013;84,77
14 Murcia, Región de;Mujeres;2012;84,6
14 Murcia, Región de;Mujeres;2011;84,44
14 Murcia, Región de;Mujeres;2010;84,3
14 Murcia, Región de;Mujeres;2009;83,58
14 Murcia, Región de;Mujeres;2008;83,05
14 Murcia, Región de;Mujeres;2007;83,41
14 Murcia, Región de;Mujeres;2006;83,34
14 Murcia, Región de;Mujeres;2005;82,89
14 Murcia, Región de;Mujeres;2004;82,62
14 Murcia, Región de;Mujeres;2003;82,05
14 Murcia, Región de;Mujeres;2002;82,04
14 Murcia, Región de;Mujeres;2001;82,34
14 Murcia, Región de;Mujeres;2000;81,63
14 Murcia, Región de;Mujeres;1999;81,06
14 Murcia, Región de;Mujeres;1998;81,51
14 Murcia, Región de;Mujeres;1997;81,35
14 Murcia, Región de;Mujeres;1996;81,16
14 Murcia, Región de;Mujeres;1995;81,14
14 Murcia, Región de;Mujeres;1994;80,98
14 Murcia, Región de;Mujeres;1993;80,67
14 Murcia, Región de;Mujeres;1992;80,34
14 Murcia, Región de;Mujeres;1991;79,59
14 Murcia, Región de;Mujeres;1990;79,38
14 Murcia, Región de;Mujeres;1989;79,16
14 Murcia, Región de;Mujeres;1988;79,48
14 Murcia, Región de;Mujeres;1987;79,57
14 Murcia, Región de;Mujeres;1986;79,21
14 Murcia, Región de;Mujeres;1985;78,59
14 Murcia, Región de;Mujeres;1984;78,35
14 Murcia, Región de;Mujeres;1983;78,28
14 Murcia, Región de;Mujeres;1982;78,22
14 Murcia, Región de;Mujeres;1981;77,94
14 Murcia, Región de;Mujeres;1980;77,21
14 Murcia, Región de;Mujeres;1979;77,14
14 Murcia, Región de;Mujeres;1978;76,76
14 Murcia, Región de;Mujeres;1977;76,49
14 Murcia, Región de;Mujeres;1976;76,07
14 Murcia, Región de;Mujeres;1975;75,8
15 Navarra, Comunidad Foral de;Ambos sexos;2021;84,28
15 Navarra, Comunidad Foral de;Ambos sexos;2020;83,36
15 Navarra, Comunidad Foral de;Ambos sexos;2019;84,57
15 Navarra, Comunidad Foral de;Ambos sexos;2018;84,16
15 Navarra, Comunidad Foral de;Ambos sexos;2017;83,82
15 Navarra, Comunidad Foral de;Ambos sexos;2016;83,83
15 Navarra, Comunidad Foral de;Ambos sexos;2015;83,76
15 Navarra, Comunidad Foral de;Ambos sexos;2014;83,46
15 Navarra, Comunidad Foral de;Ambos sexos;2013;83,5
15 Navarra, Comunidad Foral de;Ambos sexos;2012;83,42
15 Navarra, Comunidad Foral de;Ambos sexos;2011;83,47
15 Navarra, Comunidad Foral de;Ambos sexos;2010;83,68
15 Navarra, Comunidad Foral de;Ambos sexos;2009;82,9
15 Navarra, Comunidad Foral de;Ambos sexos;2008;82,29
15 Navarra, Comunidad Foral de;Ambos sexos;2007;82,2
15 Navarra, Comunidad Foral de;Ambos sexos;2006;82,02
15 Navarra, Comunidad Foral de;Ambos sexos;2005;81,62
15 Navarra, Comunidad Foral de;Ambos sexos;2004;81,46
15 Navarra, Comunidad Foral de;Ambos sexos;2003;80,91
15 Navarra, Comunidad Foral de;Ambos sexos;2002;80,83
15 Navarra, Comunidad Foral de;Ambos sexos;2001;81,01
15 Navarra, Comunidad Foral de;Ambos sexos;2000;80,4
15 Navarra, Comunidad Foral de;Ambos sexos;1999;80,15
15 Navarra, Comunidad Foral de;Ambos sexos;1998;79,97
15 Navarra, Comunidad Foral de;Ambos sexos;1997;80,06
15 Navarra, Comunidad Foral de;Ambos sexos;1996;79,44
15 Navarra, Comunidad Foral de;Ambos sexos;1995;79,31
15 Navarra, Comunidad Foral de;Ambos sexos;1994;79,32
15 Navarra, Comunidad Foral de;Ambos sexos;1993;78,92
15 Navarra, Comunidad Foral de;Ambos sexos;1992;78,92
15 Navarra, Comunidad Foral de;Ambos sexos;1991;78,08
15 Navarra, Comunidad Foral de;Ambos sexos;1990;77,97
15 Navarra, Comunidad Foral de;Ambos sexos;1989;77,72
15 Navarra, Comunidad Foral de;Ambos sexos;1988;77,55
15 Navarra, Comunidad Foral de;Ambos sexos;1987;77,26
15 Navarra, Comunidad Foral de;Ambos sexos;1986;76,82
15 Navarra, Comunidad Foral de;Ambos sexos;1985;76,45
15 Navarra, Comunidad Foral de;Ambos sexos;1984;76,73
15 Navarra, Comunidad Foral de;Ambos sexos;1983;75,98
15 Navarra, Comunidad Foral de;Ambos sexos;1982;75,72
15 Navarra, Comunidad Foral de;Ambos sexos;1981;75,74
15 Navarra, Comunidad Foral de;Ambos sexos;1980;75,07
15 Navarra, Comunidad Foral de;Ambos sexos;1979;75,08
15 Navarra, Comunidad Foral de;Ambos sexos;1978;74,24
15 Navarra, Comunidad Foral de;Ambos sexos;1977;74,44
15 Navarra, Comunidad Foral de;Ambos sexos;1976;73,74
15 Navarra, Comunidad Foral de;Ambos sexos;1975;72,97
15 Navarra, Comunidad Foral de;Hombres;2021;81,64
15 Navarra, Comunidad Foral de;Hombres;2020;80,72
15 Navarra, Comunidad Foral de;Hombres;2019;82,14
15 Navarra, Comunidad Foral de;Hombres;2018;81,47
15 Navarra, Comunidad Foral de;Hombres;2017;81,07
15 Navarra, Comunidad Foral de;Hombres;2016;81,11
15 Navarra, Comunidad Foral de;Hombres;2015;80,96
15 Navarra, Comunidad Foral de;Hombres;2014;80,64
15 Navarra, Comunidad Foral de;Hombres;2013;80,62
15 Navarra, Comunidad Foral de;Hombres;2012;80,35
15 Navarra, Comunidad Foral de;Hombres;2011;80,81
15 Navarra, Comunidad Foral de;Hombres;2010;80,75
15 Navarra, Comunidad Foral de;Hombres;2009;79,76
15 Navarra, Comunidad Foral de;Hombres;2008;79,24
15 Navarra, Comunidad Foral de;Hombres;2007;79
15 Navarra, Comunidad Foral de;Hombres;2006;78,59
15 Navarra, Comunidad Foral de;Hombres;2005;78,63
15 Navarra, Comunidad Foral de;Hombres;2004;78,32
15 Navarra, Comunidad Foral de;Hombres;2003;77,69
15 Navarra, Comunidad Foral de;Hombres;2002;76,99
15 Navarra, Comunidad Foral de;Hombres;2001;77,67
15 Navarra, Comunidad Foral de;Hombres;2000;77,02
15 Navarra, Comunidad Foral de;Hombres;1999;76,71
15 Navarra, Comunidad Foral de;Hombres;1998;76,4
15 Navarra, Comunidad Foral de;Hombres;1997;76,69
15 Navarra, Comunidad Foral de;Hombres;1996;75,92
15 Navarra, Comunidad Foral de;Hombres;1995;75,81
15 Navarra, Comunidad Foral de;Hombres;1994;76,02
15 Navarra, Comunidad Foral de;Hombres;1993;75,56
15 Navarra, Comunidad Foral de;Hombres;1992;75,29
15 Navarra, Comunidad Foral de;Hombres;1991;74,7
15 Navarra, Comunidad Foral de;Hombres;1990;74,86
15 Navarra, Comunidad Foral de;Hombres;1989;74,33
15 Navarra, Comunidad Foral de;Hombres;1988;74,54
15 Navarra, Comunidad Foral de;Hombres;1987;74,17
15 Navarra, Comunidad Foral de;Hombres;1986;73,95
15 Navarra, Comunidad Foral de;Hombres;1985;72,91
15 Navarra, Comunidad Foral de;Hombres;1984;73,52
15 Navarra, Comunidad Foral de;Hombres;1983;72,64
15 Navarra, Comunidad Foral de;Hombres;1982;72,63
15 Navarra, Comunidad Foral de;Hombres;1981;72,14
15 Navarra, Comunidad Foral de;Hombres;1980;71,8
15 Navarra, Comunidad Foral de;Hombres;1979;71,92
15 Navarra, Comunidad Foral de;Hombres;1978;71,12
15 Navarra, Comunidad Foral de;Hombres;1977;71,72
15 Navarra, Comunidad Foral de;Hombres;1976;70,53
15 Navarra, Comunidad Foral de;Hombres;1975;69,96
15 Navarra, Comunidad Foral de;Mujeres;2021;86,89
15 Navarra, Comunidad Foral de;Mujeres;2020;86,01
15 Navarra, Comunidad Foral de;Mujeres;2019;86,95
15 Navarra, Comunidad Foral de;Mujeres;2018;86,83
15 Navarra, Comunidad Foral de;Mujeres;2017;86,56
15 Navarra, Comunidad Foral de;Mujeres;2016;86,53
15 Navarra, Comunidad Foral de;Mujeres;2015;86,56
15 Navarra, Comunidad Foral de;Mujeres;2014;86,28
15 Navarra, Comunidad Foral de;Mujeres;2013;86,36
15 Navarra, Comunidad Foral de;Mujeres;2012;86,53
15 Navarra, Comunidad Foral de;Mujeres;2011;86,05
15 Navarra, Comunidad Foral de;Mujeres;2010;86,52
15 Navarra, Comunidad Foral de;Mujeres;2009;86,02
15 Navarra, Comunidad Foral de;Mujeres;2008;85,36
15 Navarra, Comunidad Foral de;Mujeres;2007;85,41
15 Navarra, Comunidad Foral de;Mujeres;2006;85,49
15 Navarra, Comunidad Foral de;Mujeres;2005;84,58
15 Navarra, Comunidad Foral de;Mujeres;2004;84,59
15 Navarra, Comunidad Foral de;Mujeres;2003;84,18
15 Navarra, Comunidad Foral de;Mujeres;2002;84,85
15 Navarra, Comunidad Foral de;Mujeres;2001;84,39
15 Navarra, Comunidad Foral de;Mujeres;2000;83,87
15 Navarra, Comunidad Foral de;Mujeres;1999;83,7
15 Navarra, Comunidad Foral de;Mujeres;1998;83,63
15 Navarra, Comunidad Foral de;Mujeres;1997;83,49
15 Navarra, Comunidad Foral de;Mujeres;1996;83,04
15 Navarra, Comunidad Foral de;Mujeres;1995;82,86
15 Navarra, Comunidad Foral de;Mujeres;1994;82,65
15 Navarra, Comunidad Foral de;Mujeres;1993;82,32
15 Navarra, Comunidad Foral de;Mujeres;1992;82,63
15 Navarra, Comunidad Foral de;Mujeres;1991;81,54
15 Navarra, Comunidad Foral de;Mujeres;1990;81,11
15 Navarra, Comunidad Foral de;Mujeres;1989;81,19
15 Navarra, Comunidad Foral de;Mujeres;1988;80,59
15 Navarra, Comunidad Foral de;Mujeres;1987;80,38
15 Navarra, Comunidad Foral de;Mujeres;1986;79,7
15 Navarra, Comunidad Foral de;Mujeres;1985;80,15
15 Navarra, Comunidad Foral de;Mujeres;1984;80,03
15 Navarra, Comunidad Foral de;Mujeres;1983;79,44
15 Navarra, Comunidad Foral de;Mujeres;1982;78,86
15 Navarra, Comunidad Foral de;Mujeres;1981;79,48
15 Navarra, Comunidad Foral de;Mujeres;1980;78,49
15 Navarra, Comunidad Foral de;Mujeres;1979;78,36
15 Navarra, Comunidad Foral de;Mujeres;1978;77,49
15 Navarra, Comunidad Foral de;Mujeres;1977;77,21
15 Navarra, Comunidad Foral de;Mujeres;1976;77,11
15 Navarra, Comunidad Foral de;Mujeres;1975;76,07
16 País Vasco;Ambos sexos;2021;83,69
16 País Vasco;Ambos sexos;2020;83,17
16 País Vasco;Ambos sexos;2019;83,97
16 País Vasco;Ambos sexos;2018;83,65
16 País Vasco;Ambos sexos;2017;83,54
16 País Vasco;Ambos sexos;2016;83,43
16 País Vasco;Ambos sexos;2015;83,09
16 País Vasco;Ambos sexos;2014;83,35
16 País Vasco;Ambos sexos;2013;83,13
16 País Vasco;Ambos sexos;2012;82,75
16 País Vasco;Ambos sexos;2011;82,46
16 País Vasco;Ambos sexos;2010;82,42
16 País Vasco;Ambos sexos;2009;81,98
16 País Vasco;Ambos sexos;2008;81,74
16 País Vasco;Ambos sexos;2007;81,34
16 País Vasco;Ambos sexos;2006;81,49
16 País Vasco;Ambos sexos;2005;80,86
16 País Vasco;Ambos sexos;2004;80,78
16 País Vasco;Ambos sexos;2003;80,26
16 País Vasco;Ambos sexos;2002;80,16
16 País Vasco;Ambos sexos;2001;80,18
16 País Vasco;Ambos sexos;2000;79,61
16 País Vasco;Ambos sexos;1999;79,4
16 País Vasco;Ambos sexos;1998;79
16 País Vasco;Ambos sexos;1997;79,04
16 País Vasco;Ambos sexos;1996;78,19
16 País Vasco;Ambos sexos;1995;78,16
16 País Vasco;Ambos sexos;1994;78,35
16 País Vasco;Ambos sexos;1993;78,04
16 País Vasco;Ambos sexos;1992;77,66
16 País Vasco;Ambos sexos;1991;77,11
16 País Vasco;Ambos sexos;1990;76,83
16 País Vasco;Ambos sexos;1989;77,05
16 País Vasco;Ambos sexos;1988;76,61
16 País Vasco;Ambos sexos;1987;76,54
16 País Vasco;Ambos sexos;1986;76,01
16 País Vasco;Ambos sexos;1985;76,01
16 País Vasco;Ambos sexos;1984;75,9
16 País Vasco;Ambos sexos;1983;75,6
16 País Vasco;Ambos sexos;1982;75,74
16 País Vasco;Ambos sexos;1981;74,93
16 País Vasco;Ambos sexos;1980;74,64
16 País Vasco;Ambos sexos;1979;74,32
16 País Vasco;Ambos sexos;1978;73,83
16 País Vasco;Ambos sexos;1977;73,49
16 País Vasco;Ambos sexos;1976;73,07
16 País Vasco;Ambos sexos;1975;72,65
16 País Vasco;Hombres;2021;80,84
16 País Vasco;Hombres;2020;80,27
16 País Vasco;Hombres;2019;81,02
16 País Vasco;Hombres;2018;80,83
16 País Vasco;Hombres;2017;80,58
16 País Vasco;Hombres;2016;80,39
16 País Vasco;Hombres;2015;80,1
16 País Vasco;Hombres;2014;80,38
16 País Vasco;Hombres;2013;79,87
16 País Vasco;Hombres;2012;79,55
16 País Vasco;Hombres;2011;79,22
16 País Vasco;Hombres;2010;79,18
16 País Vasco;Hombres;2009;78,61
16 País Vasco;Hombres;2008;78,35
16 País Vasco;Hombres;2007;77,92
16 País Vasco;Hombres;2006;77,93
16 País Vasco;Hombres;2005;77,16
16 País Vasco;Hombres;2004;77,27
16 País Vasco;Hombres;2003;76,74
16 País Vasco;Hombres;2002;76,56
16 País Vasco;Hombres;2001;76,41
16 País Vasco;Hombres;2000;75,88
16 País Vasco;Hombres;1999;75,68
16 País Vasco;Hombres;1998;75,33
16 País Vasco;Hombres;1997;75,12
16 País Vasco;Hombres;1996;74,21
16 País Vasco;Hombres;1995;74,1
16 País Vasco;Hombres;1994;74,19
16 País Vasco;Hombres;1993;73,85
16 País Vasco;Hombres;1992;73,47
16 País Vasco;Hombres;1991;72,88
16 País Vasco;Hombres;1990;73,01
16 País Vasco;Hombres;1989;73,11
16 País Vasco;Hombres;1988;73,06
16 País Vasco;Hombres;1987;72,74
16 País Vasco;Hombres;1986;72,4
16 País Vasco;Hombres;1985;72,39
16 País Vasco;Hombres;1984;72,1
16 País Vasco;Hombres;1983;72,07
16 País Vasco;Hombres;1982;72,09
16 País Vasco;Hombres;1981;71,24
16 País Vasco;Hombres;1980;70,89
16 País Vasco;Hombres;1979;70,7
16 País Vasco;Hombres;1978;70,2
16 País Vasco;Hombres;1977;69,9
16 País Vasco;Hombres;1976;69,52
16 País Vasco;Hombres;1975;69,22
16 País Vasco;Mujeres;2021;86,39
16 País Vasco;Mujeres;2020;85,97
16 País Vasco;Mujeres;2019;86,77
16 País Vasco;Mujeres;2018;86,3
16 País Vasco;Mujeres;2017;86,35
16 País Vasco;Mujeres;2016;86,33
16 País Vasco;Mujeres;2015;85,93
16 País Vasco;Mujeres;2014;86,12
16 País Vasco;Mujeres;2013;86,25
16 País Vasco;Mujeres;2012;85,84
16 País Vasco;Mujeres;2011;85,58
16 País Vasco;Mujeres;2010;85,53
16 País Vasco;Mujeres;2009;85,25
16 País Vasco;Mujeres;2008;85,04
16 País Vasco;Mujeres;2007;84,68
16 País Vasco;Mujeres;2006;84,96
16 País Vasco;Mujeres;2005;84,53
16 País Vasco;Mujeres;2004;84,24
16 País Vasco;Mujeres;2003;83,73
16 País Vasco;Mujeres;2002;83,69
16 País Vasco;Mujeres;2001;83,92
16 País Vasco;Mujeres;2000;83,31
16 País Vasco;Mujeres;1999;83,08
16 País Vasco;Mujeres;1998;82,64
16 País Vasco;Mujeres;1997;82,94
16 País Vasco;Mujeres;1996;82,2
16 País Vasco;Mujeres;1995;82,25
16 País Vasco;Mujeres;1994;82,54
16 País Vasco;Mujeres;1993;82,29
16 País Vasco;Mujeres;1992;81,89
16 País Vasco;Mujeres;1991;81,43
16 País Vasco;Mujeres;1990;80,65
16 País Vasco;Mujeres;1989;81,02
16 País Vasco;Mujeres;1988;80,15
16 País Vasco;Mujeres;1987;80,37
16 País Vasco;Mujeres;1986;79,63
16 País Vasco;Mujeres;1985;79,62
16 País Vasco;Mujeres;1984;79,74
16 País Vasco;Mujeres;1983;79,11
16 País Vasco;Mujeres;1982;79,38
16 País Vasco;Mujeres;1981;78,65
16 País Vasco;Mujeres;1980;78,43
16 País Vasco;Mujeres;1979;77,95
16 País Vasco;Mujeres;1978;77,47
16 País Vasco;Mujeres;1977;77,13
16 País Vasco;Mujeres;1976;76,69
16 País Vasco;Mujeres;1975;76,1
17 Rioja, La;Ambos sexos;2021;83,22
17 Rioja, La;Ambos sexos;2020;82,47
17 Rioja, La;Ambos sexos;2019;83,81
17 Rioja, La;Ambos sexos;2018;83,61
17 Rioja, La;Ambos sexos;2017;83,6
17 Rioja, La;Ambos sexos;2016;83,79
17 Rioja, La;Ambos sexos;2015;83,36
17 Rioja, La;Ambos sexos;2014;83,78
17 Rioja, La;Ambos sexos;2013;83,61
17 Rioja, La;Ambos sexos;2012;82,66
17 Rioja, La;Ambos sexos;2011;82,85
17 Rioja, La;Ambos sexos;2010;82,95
17 Rioja, La;Ambos sexos;2009;82,52
17 Rioja, La;Ambos sexos;2008;81,93
17 Rioja, La;Ambos sexos;2007;81,49
17 Rioja, La;Ambos sexos;2006;81,88
17 Rioja, La;Ambos sexos;2005;80,97
17 Rioja, La;Ambos sexos;2004;81,35
17 Rioja, La;Ambos sexos;2003;80,6
17 Rioja, La;Ambos sexos;2002;80,48
17 Rioja, La;Ambos sexos;2001;80,55
17 Rioja, La;Ambos sexos;2000;80,43
17 Rioja, La;Ambos sexos;1999;79,45
17 Rioja, La;Ambos sexos;1998;79,66
17 Rioja, La;Ambos sexos;1997;79,85
17 Rioja, La;Ambos sexos;1996;79,16
17 Rioja, La;Ambos sexos;1995;79,1
17 Rioja, La;Ambos sexos;1994;79,01
17 Rioja, La;Ambos sexos;1993;78,47
17 Rioja, La;Ambos sexos;1992;77,94
17 Rioja, La;Ambos sexos;1991;77,76
17 Rioja, La;Ambos sexos;1990;76,68
17 Rioja, La;Ambos sexos;1989;77,18
17 Rioja, La;Ambos sexos;1988;77,11
17 Rioja, La;Ambos sexos;1987;76,37
17 Rioja, La;Ambos sexos;1986;76,81
17 Rioja, La;Ambos sexos;1985;75,95
17 Rioja, La;Ambos sexos;1984;76,95
17 Rioja, La;Ambos sexos;1983;76,14
17 Rioja, La;Ambos sexos;1982;76,22
17 Rioja, La;Ambos sexos;1981;74,97
17 Rioja, La;Ambos sexos;1980;74,98
17 Rioja, La;Ambos sexos;1979;74,71
17 Rioja, La;Ambos sexos;1978;74,61
17 Rioja, La;Ambos sexos;1977;74,1
17 Rioja, La;Ambos sexos;1976;73,88
17 Rioja, La;Ambos sexos;1975;73,11
17 Rioja, La;Hombres;2021;80,4
17 Rioja, La;Hombres;2020;79,6
17 Rioja, La;Hombres;2019;81,06
17 Rioja, La;Hombres;2018;80,88
17 Rioja, La;Hombres;2017;80,9
17 Rioja, La;Hombres;2016;81,18
17 Rioja, La;Hombres;2015;80,63
17 Rioja, La;Hombres;2014;80,69
17 Rioja, La;Hombres;2013;80,85
17 Rioja, La;Hombres;2012;79,63
17 Rioja, La;Hombres;2011;79,85
17 Rioja, La;Hombres;2010;80,18
17 Rioja, La;Hombres;2009;79,55
17 Rioja, La;Hombres;2008;79,02
17 Rioja, La;Hombres;2007;77,95
17 Rioja, La;Hombres;2006;78,53
17 Rioja, La;Hombres;2005;77,67
17 Rioja, La;Hombres;2004;78,4
17 Rioja, La;Hombres;2003;77,28
17 Rioja, La;Hombres;2002;77,13
17 Rioja, La;Hombres;2001;76,77
17 Rioja, La;Hombres;2000;76,93
17 Rioja, La;Hombres;1999;76,17
17 Rioja, La;Hombres;1998;76,65
17 Rioja, La;Hombres;1997;76,4
17 Rioja, La;Hombres;1996;75,93
17 Rioja, La;Hombres;1995;75,96
17 Rioja, La;Hombres;1994;75,84
17 Rioja, La;Hombres;1993;75,21
17 Rioja, La;Hombres;1992;74,66
17 Rioja, La;Hombres;1991;74,3
